Chr	start	end	coverage	missing	twoOrMore	pi(A)	pi(C)	pi(G)	pi(T)	theta_MLE	theta_C95_l	theta_C95_u	LL
1	43000000	43999999	4.021873	0.077912	0.798797	0.274376399	0.223294353	0.225525183	0.276804065	0.00324275284	0.00302400687	0.00346149882	-1500050.23
1	44000000	44999999	3.845084	0.072154	0.795079	0.262584966	0.230576853	0.232572719	0.274265462	0.00289847452	0.00268539733	0.00311155171	-1502470.96
1	45000000	45999999	3.981007	0.089389	0.78911	0.284529692	0.224586623	0.221758775	0.26912491	0.00335063252	0.00312425221	0.00357701282	-1483211.14
1	46000000	46999999	3.935472	0.084948	0.792173	0.270295965	0.22189479	0.222825005	0.28498424	0.00327515711	0.00305080872	0.00349950551	-1483882.5
1	47000000	47999999	3.576903	0.146161	0.726048	0.279970529	0.218178245	0.21663592	0.285215306	0.0033660759	0.00313284611	0.00359930568	-1374251.67
1	48000000	48999999	3.902303	0.092023	0.789113	0.287757673	0.217843036	0.219260373	0.275138918	0.00273703518	0.00253190246	0.00294216789	-1464399.91
1	49000000	49999999	4.322233	0.067499	0.834757	0.30466622	0.198803637	0.197733845	0.298796297	0.00144134945	0.00127495308	0.00160774583	-1493207.8
1	50000000	50999999	4.222616	0.078655	0.816866	0.318619276	0.197511958	0.192841565	0.291027201	0.00216860499	0.00198161385	0.00235559613	-1467520.51
1	51000000	51999999	4.484142	0.06796	0.832964	0.316068575	0.199725918	0.192539031	0.291666477	0.00283367882	0.00263039503	0.0030369626	-1500180.81
1	52000000	52999999	4.313078	0.067217	0.827998	0.293941809	0.205016093	0.202493324	0.298548774	0.00258044505	0.0023801784	0.0027807117	-1506365.23
1	53000000	53999999	3.787614	0.083812	0.780701	0.267527204	0.227714694	0.227250033	0.277508069	0.00317717614	0.00295424795	0.00340010434	-1479131.77
1	54000000	54999999	3.760107	0.078538	0.786131	0.277007608	0.237490875	0.229783311	0.255718206	0.00311897518	0.00289890035	0.00333905	-1489718.95
1	55000000	55999999	3.807136	0.086566	0.783267	0.274973288	0.21865875	0.226375471	0.279992492	0.00377327897	0.00354236028	0.00400419767	-1474026.05
1	56000000	56999999	4.273571	0.066317	0.834602	0.299782868	0.202454204	0.198879695	0.298883234	0.00274179414	0.00254786286	0.00293572543	-1500280.14
1	57000000	57999999	4.238106	0.053354	0.84006	0.302367018	0.202410019	0.198331904	0.296891059	0.00206680769	0.00188634828	0.0022472671	-1512807.01
1	58000000	58999999	4.083736	0.08027	0.814285	0.302964778	0.205337703	0.200480133	0.291217387	0.00234739455	0.00215709287	0.00253769623	-1474734.68
1	59000000	59999999	4.180944	0.068566	0.824569	0.292460309	0.203957053	0.207549628	0.29603301	0.00297265435	0.00277051808	0.00317479061	-1499499.63
1	60000000	60999999	4.309531	0.081158	0.825609	0.307592739	0.190689903	0.190019858	0.3116975	0.00169838357	0.0015251573	0.00187160984	-1461929.51
1	61000000	61999999	4.342928	0.058285	0.842789	0.302416059	0.197261377	0.196615583	0.303706982	0.00220684587	0.00202355669	0.00239013504	-1507698.71
1	62000000	62999999	4.163341	0.070003	0.815474	0.293176437	0.203155433	0.207715449	0.295952681	0.00331970685	0.00310172177	0.00353769193	-1497485.74
1	63000000	63999999	4.302188	0.071676	0.824934	0.310814423	0.192172091	0.191517535	0.305495951	0.0030032249	0.00279787752	0.00320857227	-1480240.96
1	64000000	64999999	4.128035	0.069064	0.822792	0.289013331	0.199660334	0.205446251	0.305880084	0.00283752274	0.00263497416	0.00304007132	-1491290.43
1	65000000	65999999	4.28365	0.066102	0.831124	0.291087833	0.199192452	0.203480301	0.306239413	0.00306941911	0.00286393736	0.00327490087	-1502890.62
1	66000000	66999999	4.333795	0.085589	0.82027	0.304648081	0.183765809	0.189033728	0.322552382	0.00263609858	0.00244304465	0.0028291525	-1453956.48
1	67000000	67999999	4.357868	0.06969	0.831268	0.305038546	0.193811863	0.19107727	0.310072321	0.0030502371	0.00284593426	0.00325453995	-1487742.29
1	68000000	68999999	4.362754	0.057601	0.842982	0.296786603	0.201438604	0.199240097	0.302534695	0.00317584728	0.00297084848	0.00338084608	-1516307.71
1	69000000	69999999	4.531521	0.075776	0.835499	0.311375508	0.181858505	0.184825798	0.321940188	0.00262702779	0.00243833431	0.00281572127	-1471532.22
1	70000000	70999999	4.555843	0.065552	0.845404	0.321114246	0.180489298	0.179430628	0.318965827	0.0028440428	0.00264905173	0.00303903386	-1482397.06
1	71000000	71999999	4.454075	0.070333	0.838674	0.30792697	0.183164161	0.185453206	0.323455662	0.00239617776	0.00220984036	0.00258251516	-1476885.23
1	72000000	72999999	4.503013	0.057914	0.852657	0.329140136	0.173623519	0.171682923	0.325553421	0.00212839607	0.00195162696	0.00230516519	-1471964.3
1	73000000	73999999	4.60663	0.064187	0.848292	0.328624522	0.173016979	0.172252852	0.326105646	0.00130825872	0.00115331274	0.0014632047	-1465054.56
1	74000000	74999999	4.538771	0.059627	0.853345	0.327621211	0.177306908	0.176048978	0.319022903	0.00239971526	0.00221512293	0.00258430759	-1481659.34
1	75000000	75999999	4.533724	0.075216	0.837452	0.323821941	0.187262894	0.180944006	0.307971159	0.00254445095	0.00235591866	0.00273298323	-1474315.71
1	76000000	76999999	4.369825	0.071622	0.829108	0.300040975	0.189572976	0.191547478	0.318838571	0.00320255233	0.00299637605	0.0034087286	-1483867.75
1	77000000	77999999	4.408089	0.065817	0.839333	0.312201358	0.191497407	0.189617261	0.306683975	0.00251952378	0.00233202499	0.00270702257	-1489414.85
1	78000000	78999999	4.362068	0.070843	0.82703	0.307060747	0.190395019	0.191178574	0.31136566	0.00306676901	0.00286037707	0.00327316095	-1484906.07
1	79000000	79999999	4.522844	0.06426	0.847872	0.324235687	0.175722337	0.178135304	0.321906672	0.001189483	0.00103546619	0.00134349982	-1469556.32
1	80000000	80999999	4.476388	0.075378	0.835946	0.324450061	0.173865025	0.173857883	0.327827032	0.00152764308	0.00136090567	0.00169438048	-1446231.24
1	81000000	81999999	4.617204	0.059655	0.856415	0.32698361	0.180264276	0.174830924	0.31792119	0.00304535969	0.00285091302	0.00323980636	-1489259.72
1	82000000	82999999	4.499617	0.057365	0.85416	0.308735822	0.177893299	0.185996929	0.32737395	0.00251796991	0.00233128714	0.00270465268	-1491153.8
1	83000000	83999999	3.44041	0.220236	0.661731	0.32097141	0.180190564	0.17769752	0.321140506	0.00330285243	0.00306986239	0.00353584248	-1215428.45
1	84000000	84999999	4.560869	0.059031	0.851144	0.311905706	0.189356167	0.184768062	0.313970065	0.00289187766	0.00269692167	0.00308683365	-1503664.32
1	85000000	85999999	4.498853	0.05537	0.843958	0.311814273	0.200056673	0.195250459	0.292878595	0.00339649022	0.00318812957	0.00360485087	-1523811.62
1	86000000	86999999	4.362714	0.088973	0.817693	0.323403485	0.187967982	0.182906119	0.305722413	0.00320283229	0.00299590946	0.00340975512	-1450964.29
1	87000000	87999999	4.376216	0.069965	0.83119	0.298682282	0.191719496	0.197848814	0.311749408	0.00235110395	0.00216305188	0.00253915602	-1489587.73
1	88000000	88999999	4.593192	0.047898	0.866735	0.320810581	0.188561456	0.185027145	0.305600818	0.00189866508	0.00172844505	0.0020688851	-1515933.44
1	89000000	89999999	4.250646	0.08306	0.809341	0.308697818	0.190715488	0.190146883	0.310439811	0.00284222058	0.00263682634	0.00304761483	-1460741.73
1	90000000	90999999	4.281485	0.073355	0.827961	0.301893947	0.191148047	0.197029495	0.309928512	0.002350345	0.0021605468	0.0025401432	-1480122.04
1	91000000	91999999	4.23114	0.089201	0.805558	0.316782542	0.197872872	0.189862541	0.295482045	0.00257890884	0.00238167314	0.00277614454	-1453585.15
1	92000000	92999999	4.174835	0.073043	0.816145	0.300021886	0.203380381	0.199001478	0.297596254	0.00271654147	0.00251380689	0.00291927604	-1484063.61
1	93000000	93999999	4.356426	0.080255	0.816656	0.313346346	0.189932363	0.192867682	0.30385361	0.00312513086	0.00291488725	0.00333537447	-1471810.93
1	94000000	94999999	4.050082	0.080258	0.806966	0.290138791	0.20777084	0.205536639	0.29655373	0.00302657337	0.00281872885	0.0032344179	-1474878.67
1	95000000	95999999	4.283474	0.065408	0.826903	0.293726857	0.198635212	0.205235511	0.30240242	0.00318133905	0.00297353768	0.00338914042	-1505371.48
1	96000000	96999999	4.644637	0.062646	0.851203	0.308674785	0.183181393	0.184121539	0.324022282	0.00254227051	0.0023540237	0.00273051732	-1496500.77
1	97000000	97999999	4.57328	0.068014	0.845874	0.314372932	0.180123543	0.181865969	0.323637557	0.00282070869	0.00262768985	0.00301372753	-1480538.25
1	98000000	98999999	4.725114	0.045686	0.873189	0.330895246	0.177143241	0.172054943	0.319906571	0.00206020487	0.00188956775	0.00223084199	-1503021.22
1	99000000	99999999	4.457759	0.069008	0.837923	0.320025626	0.181388313	0.182905872	0.315680188	0.00265340407	0.00246042517	0.00284638297	-1476598.42
1	100000000	100999999	4.434446	0.058008	0.844372	0.306398688	0.190027237	0.18948955	0.314084525	0.00268325661	0.00248663219	0.00287988102	-1501085.66
1	101000000	101999999	4.412882	0.062031	0.841902	0.300419668	0.188159565	0.19110346	0.320317307	0.00233979368	0.00215262878	0.00252695858	-1495530.88
1	102000000	102999999	4.611696	0.06544	0.848665	0.328863161	0.171267011	0.175875623	0.323994205	0.00260326193	0.00241422606	0.0027922978	-1470005.12
1	103000000	103999999	3.631898	0.262855	0.66627	0.33429799	0.172243091	0.169026659	0.32443226	0.0032726844	0.00304514805	0.00350022075	-1155935.76
1	104000000	104999999	3.917258	0.211456	0.715436	0.326638328	0.170740568	0.174675436	0.327945668	0.00225062625	0.00205260584	0.00244864666	-1239700.21
1	105000000	105999999	4.584762	0.075921	0.835966	0.332596352	0.170464405	0.170133969	0.326805274	0.00333428835	0.00312912955	0.00353944715	-1449873.55
1	106000000	106999999	4.619775	0.072505	0.840963	0.33171465	0.17111058	0.172048692	0.325126078	0.00197851348	0.00180606279	0.00215096417	-1452726.08
1	107000000	107999999	4.710522	0.043683	0.873906	0.323348386	0.181845925	0.180647691	0.314157998	0.00219849524	0.00202197916	0.00237501131	-1520603.46
1	108000000	108999999	3.694384	0.227508	0.69048	0.318549397	0.197175195	0.187242404	0.297033004	0.00293608728	0.00271830195	0.0031538726	-1239163.2
1	109000000	109999999	4.07024	0.096477	0.791769	0.294104862	0.210433367	0.209202733	0.286259037	0.00370736155	0.00348077434	0.00393394875	-1461618.87
1	110000000	110999999	3.63371	0.093928	0.766121	0.261691614	0.228547986	0.236088859	0.273671541	0.00295598078	0.0027385849	0.00317337666	-1461020.05
1	111000000	111999999	4.242353	0.069526	0.821469	0.294833993	0.202107049	0.205281712	0.297777246	0.0024907596	0.00229812961	0.00268338959	-1494482.1
1	112000000	112999999	4.010255	0.081422	0.805097	0.286949344	0.215608401	0.212673216	0.284769038	0.00277128595	0.00257045497	0.00297211693	-1479714.87
1	113000000	113999999	4.073872	0.086937	0.795675	0.290548823	0.208828985	0.210088947	0.290533245	0.00337478109	0.0031519844	0.00359757777	-1475151.15
1	114000000	114999999	4.313143	0.076634	0.818343	0.300237977	0.202118728	0.201252083	0.296391212	0.0024515881	0.0022575243	0.00264565191	-1487174.85
1	115000000	115999999	4.442198	0.064352	0.838206	0.302024938	0.197268247	0.19702847	0.303678345	0.00257384673	0.00238026346	0.00276743	-1504533.28
1	116000000	116999999	4.182621	0.067366	0.824139	0.28822606	0.205562691	0.207631302	0.298579946	0.00252327339	0.00232822921	0.00271831757	-1499604.76
1	117000000	117999999	3.919944	0.096825	0.784053	0.289890185	0.209412601	0.210396646	0.290300568	0.00304414886	0.00283140788	0.00325688984	-1453048.66
1	118000000	118999999	4.430384	0.063233	0.839473	0.307008302	0.19245402	0.195883524	0.304654153	0.00220795754	0.00202540072	0.00239051436	-1499072.76
1	119000000	119999999	4.322226	0.089972	0.81119	0.310986045	0.196547057	0.193413627	0.299053271	0.0020949929	0.00190923291	0.00228075288	-1459609.36
1	120000000	120999999	2.331953	0.42873	0.468042	0.297575136	0.209487069	0.205852614	0.287085181	0.00380249469	0.00350298089	0.00410200848	-910418.634
1	121000000	121999999	2.853805	0.779737	0.177972	0.316431256	0.187683833	0.189717532	0.306167379	0.0164055717	0.0155293495	0.0172817939	-370573.262
1	142000000	142999999	1.071922	0.863273	0.094472	0.301063335	0.190831935	0.206396325	0.301708405	0.0293365451	0.0277289275	0.0309441627	-240316.152
1	143000000	143999999	0.502744	0.844086	0.0923	0.292399358	0.201368209	0.199802009	0.306430424	0.0226836862	0.0211316492	0.0242357232	-249091.304
1	144000000	144999999	1.448703	0.791024	0.163902	0.300284021	0.205183724	0.201324906	0.293207349	0.00909464153	0.00843349083	0.00975579223	-372820.945
1	145000000	145999999	3.875377	0.449117	0.46507	0.284011214	0.208733622	0.215505263	0.291749902	0.00624419944	0.00590861907	0.00657977981	-982069.979
1	146000000	146999999	2.066012	0.53769	0.397376	0.305768905	0.199315433	0.197447523	0.297468139	0.00365441649	0.00333681725	0.00397201573	-738564.481
1	147000000	147999999	2.041059	0.527198	0.40288	0.292231516	0.210753355	0.209199679	0.287815451	0.00289922737	0.00260772524	0.0031907295	-760104.319
1	148000000	148999999	0.464341	0.900744	0.058172	0.295519902	0.203736649	0.201969651	0.298773799	0.0144717436	0.0128880915	0.0160553958	-161015.325
1	149000000	149999999	1.949057	0.553326	0.349204	0.290342631	0.216929756	0.210361171	0.282366442	0.00752960505	0.0070758435	0.00798336659	-727434.52
1	150000000	150999999	4.136495	0.079917	0.801	0.286378792	0.215410193	0.215540949	0.282670066	0.00323230286	0.00300927188	0.00345533383	-1493894.13
1	151000000	151999999	4.015373	0.077979	0.799191	0.266702618	0.223608055	0.22576549	0.283923836	0.00397055433	0.00373536606	0.00420574261	-1501597.46
1	152000000	152999999	4.006608	0.112541	0.77431	0.28754818	0.202844341	0.203994361	0.305613117	0.00219125558	0.00200207362	0.00238043754	-1421303.42
1	153000000	153999999	3.894628	0.089341	0.781464	0.28693873	0.229662955	0.219824563	0.263573752	0.00351086717	0.00328350536	0.00373822898	-1475958.24
1	154000000	154999999	3.872333	0.082239	0.784308	0.269480952	0.232242976	0.231174538	0.267101534	0.00399845832	0.00375899104	0.0042379256	-1494454.57
1	155000000	155999999	3.72567	0.11645	0.747676	0.273790555	0.233223627	0.228718365	0.264267454	0.00452542376	0.00426667057	0.00478417694	-1438719.7
1	156000000	156999999	3.491605	0.089504	0.75923	0.248159335	0.251328609	0.246384757	0.254127299	0.00352588769	0.00329047652	0.00376129887	-1472223.73
1	157000000	157999999	4.023741	0.08151	0.799309	0.292471943	0.207605254	0.210281694	0.289641109	0.00275956947	0.0025561378	0.00296300113	-1474999.14
1	158000000	158999999	4.314446	0.090809	0.809473	0.308029112	0.191749728	0.191858867	0.308362294	0.00200254635	0.00182013005	0.00218496265	-1451062.85
1	159000000	159999999	4.083535	0.091143	0.800038	0.304460874	0.207307449	0.198644096	0.289587581	0.00282067524	0.00261865145	0.00302269904	-1457538.46
1	160000000	160999999	3.917129	0.084789	0.790941	0.283785146	0.219663011	0.216830343	0.2797215	0.00375257305	0.00352282086	0.00398232524	-1481650.34
1	161000000	161999999	3.482923	0.193446	0.689455	0.278791287	0.214749301	0.217004479	0.289454933	0.00417249355	0.00391699755	0.00442798956	-1304103.01
1	162000000	162999999	4.155753	0.079031	0.814183	0.283973748	0.198702756	0.208026099	0.309297397	0.00269641991	0.00249795689	0.00289488292	-1480025.86
1	163000000	163999999	4.650238	0.06387	0.850253	0.310041107	0.186592621	0.185571494	0.317794778	0.00280827715	0.00261646565	0.00300008866	-1500853.54
1	164000000	164999999	4.41533	0.064767	0.839644	0.304409429	0.195672861	0.194961176	0.304956534	0.0027151837	0.00252126167	0.00290910573	-1502116.04
1	165000000	165999999	4.17187	0.068504	0.822106	0.295732039	0.209537351	0.208847461	0.285883149	0.00257845127	0.00238310295	0.00277379958	-1501543.61
1	166000000	166999999	4.26994	0.085739	0.812324	0.296277586	0.199301578	0.198738219	0.305682616	0.00288272545	0.00268178038	0.00308367052	-1471827.4
1	167000000	167999999	4.269293	0.055189	0.835219	0.286200341	0.204285561	0.208457521	0.301056577	0.00314847479	0.00294152004	0.00335542954	-1523088.78
1	168000000	168999999	4.237373	0.075836	0.819628	0.294356734	0.197308544	0.203427846	0.304906877	0.00297816064	0.00277566316	0.00318065812	-1486216.39
1	169000000	169999999	4.360558	0.081708	0.822107	0.320895344	0.191264136	0.18482714	0.303013381	0.00300409233	0.00279991494	0.00320826973	-1463690.26
1	170000000	170999999	4.543782	0.068772	0.841825	0.310322483	0.185822486	0.188038217	0.315816814	0.00286570279	0.00267000434	0.00306140124	-1489735.76
1	171000000	171999999	4.333592	0.069932	0.82814	0.303998381	0.194493105	0.198377016	0.303131499	0.00257652395	0.002378205	0.0027748429	-1490975.48
1	172000000	172999999	4.470978	0.07306	0.83387	0.301420504	0.186195739	0.191040887	0.321342869	0.00213197143	0.00195096741	0.00231297546	-1481502.87
1	173000000	173999999	4.363412	0.075613	0.8231	0.315262519	0.198844488	0.191775667	0.294117326	0.00351387069	0.00329657822	0.00373116316	-1488613.11
1	174000000	174999999	4.383009	0.097693	0.809847	0.292400744	0.183080679	0.19353591	0.330982667	0.00346116437	0.00324442751	0.00367790122	-1446910.81
1	175000000	175999999	4.023165	0.070917	0.814467	0.289311085	0.210369933	0.214420788	0.285898194	0.00247933223	0.00228603604	0.00267262841	-1494683.58
1	176000000	176999999	4.39861	0.068404	0.838147	0.302035415	0.192606473	0.195174458	0.310183654	0.00273522384	0.00253936604	0.00293108164	-1494027.93
1	177000000	177999999	4.17445	0.074929	0.823081	0.311099973	0.204078929	0.199617002	0.285204096	0.00287798227	0.00267686658	0.00307909795	-1486281.33
1	178000000	178999999	4.282302	0.071815	0.823007	0.294583417	0.193008406	0.200497658	0.311910519	0.00246503403	0.00227105801	0.00265901005	-1484662.18
1	179000000	179999999	4.245871	0.075509	0.813818	0.287612198	0.19946489	0.201734024	0.311188888	0.00370947195	0.00348755684	0.00393138706	-1487176.14
1	180000000	180999999	4.287279	0.075994	0.820751	0.294796298	0.200358928	0.205049112	0.299795663	0.00302831165	0.00282279517	0.00323382812	-1490152.33
1	181000000	181999999	4.026416	0.069153	0.812573	0.281393017	0.209700362	0.219409622	0.289496999	0.00286122338	0.00265576756	0.00306667921	-1501529.45
1	182000000	182999999	4.240597	0.063423	0.828746	0.294459821	0.208161048	0.205720374	0.291658757	0.00229838738	0.00210723824	0.00248953652	-1509857.68
1	183000000	183999999	4.271789	0.063582	0.830954	0.289095086	0.199920542	0.206344305	0.304640067	0.00312377231	0.00291668079	0.00333086384	-1508068.61
1	184000000	184999999	4.440963	0.06823	0.838501	0.299738216	0.197646693	0.197118382	0.305496709	0.00230197427	0.00211519257	0.00248875597	-1498863.95
1	185000000	185999999	4.46282	0.074389	0.836613	0.302180746	0.18208932	0.189644936	0.326084999	0.00253460918	0.00234473653	0.00272448184	-1474806.97
1	186000000	186999999	4.5113	0.065782	0.842869	0.314844287	0.178509048	0.183489122	0.323157543	0.0021802202	0.00199941943	0.00236102097	-1477831.66
1	187000000	187999999	4.529178	0.079782	0.833981	0.316010669	0.176344143	0.174982926	0.332662262	0.00253171037	0.00234258967	0.00272083106	-1450362.27
1	188000000	188999999	4.638701	0.059209	0.854076	0.32540634	0.169687319	0.168477279	0.336429061	0.00287856651	0.00268802662	0.0030691064	-1469170.7
1	189000000	189999999	4.699307	0.06059	0.854753	0.328623806	0.167831727	0.1677011	0.335843366	0.00146211255	0.00130128752	0.00162293757	-1465656.64
1	190000000	190999999	4.815195	0.045924	0.87362	0.334750843	0.167577511	0.165825814	0.331845832	0.0027465728	0.00256189637	0.00293124922	-1491200.69
1	191000000	191999999	4.737627	0.053819	0.861736	0.336437834	0.168778817	0.170935229	0.32384812	0.0027449654	0.00255559693	0.00293433388	-1484271.92
1	192000000	192999999	4.702559	0.05857	0.857785	0.328917728	0.180938627	0.177318527	0.312825118	0.00255427822	0.00236902194	0.00273953451	-1495175.12
1	193000000	193999999	4.604529	0.059324	0.852032	0.308304141	0.174994725	0.186018871	0.330682262	0.00204316042	0.00186681327	0.00221950756	-1489470.12
1	194000000	194999999	4.652499	0.062479	0.853796	0.331725582	0.169435289	0.170881672	0.327957457	0.00258842061	0.00240222977	0.00277461144	-1468492.36
1	195000000	195999999	4.694535	0.056272	0.856645	0.335004115	0.169519566	0.16863417	0.326842149	0.0016811897	0.00152037889	0.00184200051	-1471930.48
1	196000000	196999999	4.165947	0.11707	0.784386	0.331008614	0.172967883	0.171463081	0.324560423	0.00203390874	0.00185011891	0.00221769858	-1373563.56
1	197000000	197999999	4.587643	0.063644	0.850148	0.329623183	0.182315523	0.176378021	0.311683273	0.00205449854	0.00187870057	0.00223029651	-1480644.19
1	198000000	198999999	4.821246	0.051139	0.868277	0.310482827	0.176220358	0.179309908	0.333986907	0.00209070464	0.00191836055	0.00226304873	-1509156.53
1	199000000	199999999	4.642634	0.058575	0.850836	0.331257743	0.187683822	0.181286357	0.299772078	0.00299486046	0.00279675312	0.0031929678	-1504637.83
