Chr	start	end	coverage	missing	twoOrMore	pi(A)	pi(C)	pi(G)	pi(T)	theta_MLE	theta_C95_l	theta_C95_u	LL
1	37000000	37999999	3.694462	0.0808	0.784349	0.266048932	0.239790322	0.235311539	0.258849208	0.000605022071	0.000494346306	0.000715697837	-1483375.29
1	38000000	38999999	3.926626	0.072316	0.802752	0.273897866	0.230529707	0.229785654	0.265786772	0.000984954232	0.000855586805	0.00111432166	-1505000.59
1	39000000	39999999	4.098281	0.086846	0.797509	0.279397824	0.217257533	0.218164651	0.285179992	0.000823623002	0.00070129075	0.000945955254	-1480439.17
1	40000000	40999999	4.109571	0.088175	0.797509	0.275337771	0.219847064	0.220897541	0.283917623	0.000742219965	0.000620868722	0.000863571208	-1483940.7
1	41000000	41999999	3.899637	0.083082	0.789044	0.267200555	0.227523274	0.230109154	0.275167017	0.00108284376	0.000947089355	0.00121859817	-1485797.47
1	42000000	42999999	4.291593	0.06797	0.825913	0.292870138	0.217728371	0.212192893	0.277208598	0.000823600754	0.000706396488	0.000940805019	-1511635.46
1	43000000	43999999	4.021873	0.077912	0.798797	0.274661819	0.222990352	0.225233894	0.277113935	0.000800039814	0.000679059239	0.000921020389	-1494889.19
1	44000000	44999999	3.845084	0.072154	0.795079	0.262870314	0.23027912	0.232285343	0.274565222	0.000528660666	0.00042032181	0.000636999522	-1498122.95
1	45000000	45999999	3.981007	0.089389	0.78911	0.28484363	0.224268705	0.221461314	0.26942635	0.000411153445	0.000302114682	0.000520192207	-1477916.15
1	46000000	46999999	3.935472	0.084948	0.792173	0.27058313	0.221578422	0.222525823	0.285312625	0.000446472086	0.000337409476	0.000555534695	-1478685.29
1	47000000	47999999	3.576903	0.146161	0.726048	0.280283143	0.217848823	0.216331725	0.285536309	0.000763460777	0.00063267684	0.000894244713	-1369756.08
1	48000000	48999999	3.902303	0.092023	0.789113	0.28806085	0.217560488	0.218970535	0.275408127	0.000673632095	0.000563554549	0.000783709642	-1459386.71
1	49000000	49999999	4.322233	0.067499	0.834757	0.304906932	0.198574672	0.197487382	0.299031014	6.0780361e-05	2.42189019e-05	9.73418202e-05	-1487038
1	50000000	50999999	4.222616	0.078655	0.816866	0.318892972	0.197239812	0.192570635	0.291296581	0.000395715769	0.000312274704	0.000479156834	-1461124.66
1	51000000	51999999	4.484142	0.06796	0.832964	0.316380431	0.199451614	0.19221123	0.291956725	0.000484413074	0.000384587988	0.00058423816	-1493014.23
1	52000000	52999999	4.313078	0.067217	0.827998	0.294248269	0.204712145	0.202192548	0.298847038	0.000355450163	0.00026980344	0.000441096886	-1499602.81
1	53000000	53999999	3.787614	0.083812	0.780701	0.267821617	0.227413497	0.22693782	0.277827066	0.000560510741	0.000446638075	0.000674383407	-1474487.77
1	54000000	54999999	3.760107	0.078538	0.786131	0.277311791	0.237217596	0.229479955	0.255990657	0.00061789017	0.000503705616	0.000732074725	-1485558.14
1	55000000	55999999	3.807136	0.086566	0.783267	0.275316611	0.218335037	0.226044856	0.280303497	0.0011387572	0.000997455986	0.00128005842	-1469100.43
1	56000000	56999999	4.273571	0.066317	0.834602	0.300065593	0.202200852	0.19858385	0.299149705	0.000928569015	0.000814909384	0.00104222865	-1494407.17
1	57000000	57999999	4.238106	0.053354	0.84006	0.302624362	0.202156455	0.198059418	0.297159765	0.000385711581	0.000303512938	0.000467910224	-1507012.48
1	58000000	58999999	4.083736	0.08027	0.814285	0.303263928	0.205055489	0.200186153	0.29149443	0.000560418972	0.000465647638	0.000655190306	-1468873.33
1	59000000	59999999	4.180944	0.068566	0.824569	0.292766439	0.203656767	0.207255638	0.296321156	0.000967116605	0.00084825839	0.00108597482	-1493929.03
1	60000000	60999999	4.309531	0.081158	0.825609	0.307853635	0.190425507	0.189773212	0.311947646	0.000182136175	0.000124136487	0.000240135864	-1455592.57
1	61000000	61999999	4.342928	0.058285	0.842789	0.302692836	0.197001947	0.196318745	0.303986471	0.000499083073	0.000410706734	0.000587459412	-1501756.23
1	62000000	62999999	4.163341	0.070003	0.815474	0.293508472	0.202857737	0.207354258	0.296279533	0.000824068247	0.000703578701	0.000944557793	-1491146.62
1	63000000	63999999	4.302188	0.071676	0.824934	0.311135696	0.191851909	0.191208074	0.30580432	0.000838597483	0.000724552485	0.000952642482	-1473536.55
1	64000000	64999999	4.128035	0.069064	0.822792	0.289304685	0.199365168	0.205145589	0.306184559	0.000774046919	0.000662404013	0.000885689825	-1485634.08
1	65000000	65999999	4.28365	0.066102	0.831124	0.291391283	0.198885181	0.20316559	0.306557946	0.000906859877	0.000788564314	0.00102515544	-1496795.1
1	66000000	66999999	4.333795	0.085589	0.82027	0.304923515	0.183494711	0.188745826	0.322835948	0.000838708698	0.000726905101	0.000950512294	-1447391.58
1	67000000	67999999	4.357868	0.06969	0.831268	0.305346032	0.193493112	0.190785366	0.310375489	0.000944860553	0.000827809821	0.00106191128	-1480824.22
1	68000000	68999999	4.362754	0.057601	0.842982	0.297080022	0.201135224	0.198943686	0.302841068	0.0010699383	0.000945611457	0.00119426514	-1510019.59
1	69000000	69999999	4.531521	0.075776	0.835499	0.311648672	0.181588684	0.184545152	0.322217492	0.00093771078	0.000825392984	0.00105002858	-1464537.47
1	70000000	70999999	4.555843	0.065552	0.845404	0.321429772	0.180188046	0.179117753	0.319264428	0.000944357079	0.000829881843	0.00105883231	-1474950.13
1	71000000	71999999	4.454075	0.070333	0.838674	0.308200587	0.182887612	0.185164904	0.323746897	0.000698345217	0.000598302494	0.000798387941	-1469861.28
1	72000000	72999999	4.503013	0.057914	0.852657	0.329411586	0.173355273	0.171418825	0.325814317	0.000575711171	0.000485410628	0.000666011715	-1464679.43
1	73000000	73999999	4.60663	0.064187	0.848292	0.328850452	0.172786769	0.172014694	0.326348085	0.000165075077	0.000112570031	0.000217580123	-1457530.69
1	74000000	74999999	4.538771	0.059627	0.853345	0.327905438	0.177029305	0.17578322	0.319282037	0.00071899793	0.000618789546	0.000819206313	-1474376.7
1	75000000	75999999	4.533724	0.075216	0.837452	0.324106903	0.186986584	0.180663219	0.308243294	0.000759033752	0.000655963721	0.000862103784	-1467252
1	76000000	76999999	4.369825	0.071622	0.829108	0.300343297	0.18925961	0.191259567	0.319137526	0.00117984617	0.00105307632	0.00130661601	-1477174.42
1	77000000	77999999	4.408089	0.065817	0.839333	0.31248418	0.191224865	0.189325302	0.306965652	0.000769889473	0.000665122692	0.000874656253	-1482946.13
1	78000000	78999999	4.362068	0.070843	0.82703	0.307387909	0.190081029	0.190849108	0.311681954	0.000924248684	0.000805639979	0.00104285739	-1477998.13
1	79000000	79999999	4.522844	0.06426	0.847872	0.324472797	0.175487584	0.177894071	0.322145548	9.24400416e-05	5.19127626e-05	0.000132967321	-1462164.2
1	80000000	80999999	4.476388	0.075378	0.835946	0.324709843	0.173612487	0.173607549	0.328070121	0.000131371878	8.16846917e-05	0.000181059064	-1438747.39
1	81000000	81999999	4.617204	0.059655	0.856415	0.327283842	0.179969008	0.174534605	0.318212545	0.00133162829	0.00120542522	0.00145783137	-1482000.11
1	82000000	82999999	4.499617	0.057365	0.85416	0.309033605	0.177605314	0.185702439	0.327658643	0.000732039691	0.000629062184	0.000835017198	-1484316.37
1	83000000	83999999	3.44041	0.220236	0.661731	0.321316724	0.17982707	0.177356716	0.32149949	0.00133627809	0.00118716321	0.00148539296	-1209868.29
1	84000000	84999999	4.560869	0.059031	0.851144	0.31219362	0.189085662	0.184470406	0.314250311	0.00103359855	0.000915737074	0.00115146003	-1496469.76
1	85000000	85999999	4.498853	0.05537	0.843958	0.312132595	0.19976448	0.194942833	0.293160092	0.00125032368	0.00112084625	0.00137980112	-1517138.67
1	86000000	86999999	4.362714	0.088973	0.817693	0.323710844	0.187666172	0.182589872	0.306033112	0.00118714658	0.00105951604	0.00131477712	-1444098.5
1	87000000	87999999	4.376216	0.069965	0.83119	0.298963551	0.191436798	0.197576716	0.312022935	0.000518338724	0.000427244736	0.000609432711	-1482971.67
1	88000000	88999999	4.593192	0.047898	0.866735	0.321052253	0.188324765	0.184774114	0.305848868	0.000394588242	0.000316164094	0.00047301239	-1508982.05
1	89000000	89999999	4.250646	0.08306	0.809341	0.308999689	0.190398473	0.1898691	0.310732739	0.000749324002	0.000638867506	0.000859780497	-1453945.42
1	90000000	90999999	4.281485	0.073355	0.827961	0.302176195	0.190878741	0.196745159	0.310199906	0.000492275539	0.000400401949	0.000584149129	-1473790.49
1	91000000	91999999	4.23114	0.089201	0.805558	0.317078851	0.197606815	0.189549557	0.295764778	0.00057475192	0.000473970639	0.000675533202	-1447118.88
1	92000000	92999999	4.174835	0.073043	0.816145	0.300336764	0.203087756	0.198691517	0.297883963	0.000484582473	0.000387191908	0.000581973039	-1478074.13
1	93000000	93999999	4.356426	0.080255	0.816656	0.31366902	0.18961251	0.192550754	0.304167716	0.000849183699	0.000731732354	0.000966635045	-1464789.1
1	94000000	94999999	4.050082	0.080258	0.806966	0.290438478	0.207462933	0.205240546	0.296858044	0.000870181829	0.000749853825	0.000990509833	-1469506.9
1	95000000	95999999	4.283474	0.065408	0.826903	0.294044876	0.198323194	0.204905814	0.302726116	0.0010968966	0.000972404938	0.00122138827	-1498962.66
1	96000000	96999999	4.644637	0.062646	0.851203	0.308967468	0.182896256	0.183824918	0.324311358	0.000707876567	0.000607644532	0.000808108602	-1488774.79
1	97000000	97999999	4.57328	0.068014	0.845874	0.314668272	0.179819182	0.181580171	0.323932375	0.00103819919	0.000923160362	0.00115323802	-1473271.9
1	98000000	98999999	4.725114	0.045686	0.873189	0.331163815	0.176893164	0.171785424	0.320157597	0.000587284708	0.000498846563	0.000675722854	-1495430.26
1	99000000	99999999	4.457759	0.069008	0.837923	0.320319055	0.181103577	0.182598788	0.31597858	0.000777636202	0.000671085042	0.000884187362	-1469300.07
1	100000000	100999999	4.434446	0.058008	0.844372	0.306698328	0.189726626	0.189197394	0.314377651	0.000605208536	0.000504149144	0.000706267928	-1494200.27
1	101000000	101999999	4.412882	0.062031	0.841902	0.300701832	0.187852887	0.190828281	0.320616999	0.000547380729	0.000455930663	0.000638830794	-1488616.82
1	102000000	102999999	4.611696	0.06544	0.848665	0.329170439	0.170974298	0.175575261	0.324280003	0.000828311053	0.000722601141	0.000934020964	-1462415.95
1	103000000	103999999	3.631898	0.262855	0.66627	0.334613447	0.171933462	0.168716464	0.324736627	0.00140291394	0.00125559821	0.00155022968	-1149713.25
1	104000000	104999999	3.917258	0.211456	0.715436	0.32690123	0.170457176	0.174413715	0.328227879	0.000603498959	0.00050045691	0.000706541008	-1233090.45
1	105000000	105999999	4.584762	0.075921	0.835966	0.332920713	0.170163912	0.169801019	0.327114355	0.00141057683	0.00127728348	0.00154387018	-1442107.46
1	106000000	106999999	4.619775	0.072505	0.840963	0.332019857	0.170802863	0.171757453	0.325419827	0.000556089031	0.000468104724	0.000644073338	-1445099.96
1	107000000	107999999	4.710522	0.043683	0.873906	0.323607722	0.181593076	0.180376699	0.314422503	0.000533111426	0.000445460055	0.000620762797	-1513258.88
1	108000000	108999999	3.694384	0.227508	0.69048	0.318867524	0.196894234	0.186930168	0.297308074	0.001049728	0.000918485913	0.00118097009	-1233577.07
1	109000000	109999999	4.07024	0.096477	0.791769	0.294436676	0.210087248	0.208880459	0.286595617	0.00118471875	0.00104630997	0.00132312753	-1456068.2
1	110000000	110999999	3.63371	0.093928	0.766121	0.261987133	0.228256923	0.235804213	0.273951731	0.000709646147	0.000590268624	0.000829023671	-1456918.75
1	111000000	111999999	4.242353	0.069526	0.821469	0.295125077	0.20182289	0.204982039	0.298069994	0.000586313322	0.000488369786	0.000684256858	-1488316.5
1	112000000	112999999	4.010255	0.081422	0.805097	0.287231262	0.215326198	0.212409943	0.285032597	0.000751862476	0.000639616376	0.000864108577	-1474680.08
1	113000000	113999999	4.073872	0.086937	0.795675	0.290881687	0.208517252	0.209763745	0.290837315	0.000870130921	0.000741865969	0.000998395872	-1469421.7
1	114000000	114999999	4.313143	0.076634	0.818343	0.300539374	0.201826692	0.200971001	0.296662933	0.000515533404	0.000420569043	0.000610497766	-1481048.43
1	115000000	115999999	4.442198	0.064352	0.838206	0.30229491	0.196985284	0.196762439	0.303957367	0.000611049781	0.000513082553	0.000709017009	-1497930.72
1	116000000	116999999	4.182621	0.067366	0.824139	0.288495446	0.20527413	0.207355673	0.298874751	0.000532608777	0.000436330266	0.000628887288	-1493686.35
1	117000000	117999999	3.919944	0.096825	0.784053	0.290219169	0.209109904	0.210059458	0.290611469	0.000852708291	0.000732179512	0.000973237069	-1447740.71
1	118000000	118999999	4.430384	0.063233	0.839473	0.307270132	0.192186712	0.195621199	0.304921957	0.000491226321	0.000402454634	0.000579998008	-1492462.86
1	119000000	119999999	4.322226	0.089972	0.81119	0.311258613	0.196277162	0.193152534	0.299311691	0.00032296556	0.00024520603	0.000400725089	-1452892.46
1	120000000	120999999	2.331953	0.42873	0.468042	0.297977551	0.209104433	0.205466625	0.287451391	0.00134118218	0.00115104526	0.0015313191	-907092.382
1	121000000	121999999	2.853805	0.779737	0.177972	0.317060644	0.187058531	0.189111748	0.306769077	0.011642112	0.0108828384	0.0124013857	-367614.177
1	142000000	142999999	1.071922	0.863273	0.094472	0.301903877	0.190000938	0.205634792	0.302460394	0.0224580503	0.0210033736	0.0239127271	-238157.013
1	143000000	143999999	0.502744	0.844086	0.0923	0.293171478	0.200620138	0.199033033	0.307175351	0.0160435732	0.0146557353	0.0174314111	-247988.646
1	144000000	144999999	1.448703	0.791024	0.163902	0.300761839	0.204746828	0.200846816	0.293644517	0.00648004357	0.00591808362	0.00704200352	-370432.502
1	145000000	145999999	3.875377	0.449117	0.46507	0.284395803	0.208347224	0.215097856	0.292159118	0.00405485109	0.00378295659	0.00432674558	-975932.659
1	146000000	146999999	2.066012	0.53769	0.397376	0.306124641	0.198950593	0.197085925	0.297838841	0.00118209485	0.00098666525	0.00137752445	-735459.588
1	147000000	147999999	2.041059	0.527198	0.40288	0.292560627	0.210435215	0.20887626	0.288127898	0.000842044296	0.000677172939	0.00100691565	-757419.017
1	148000000	148999999	0.464341	0.900744	0.058172	0.296292031	0.202978538	0.201199948	0.299529483	0.00867696269	0.00737011119	0.0099838142	-160127.685
1	149000000	149999999	1.949057	0.553326	0.349204	0.290836511	0.216460184	0.209856766	0.282846539	0.00416270116	0.00381107987	0.00451432244	-724214.387
1	150000000	150999999	4.136495	0.079917	0.801	0.286700808	0.2150804	0.215233175	0.282985617	0.000325093224	0.00022564818	0.000424538268	-1487777.94
1	151000000	151999999	4.015373	0.077979	0.799191	0.267019946	0.223252232	0.225460457	0.284267365	0.00105362763	0.000913891288	0.00119336397	-1496397.49
1	152000000	152999999	4.006608	0.112541	0.77431	0.287807853	0.202576838	0.203733396	0.305881914	0.000511969248	0.000417933308	0.000606005188	-1415630.53
1	153000000	153999999	3.894628	0.089341	0.781464	0.287238903	0.22938088	0.219517589	0.263862628	0.000837228432	0.000706922053	0.000967534811	-1471076.09
1	154000000	154999999	3.872333	0.082239	0.784308	0.269799985	0.231895367	0.230874281	0.267430367	0.00110265947	0.000957902091	0.00124741685	-1489663.27
1	155000000	155999999	3.72567	0.11645	0.747676	0.274155282	0.232902636	0.228347875	0.264594208	0.00117118666	0.00101325574	0.00132911757	-1434295.84
1	156000000	156999999	3.491605	0.089504	0.75923	0.248450094	0.251017542	0.246089941	0.254442423	0.000651742556	0.000522824491	0.000780660621	-1468864.67
1	157000000	157999999	4.023741	0.08151	0.799309	0.292764154	0.207328803	0.209982332	0.289924711	0.00073028601	0.000619254491	0.000841317528	-1469551.45
1	158000000	158999999	4.314446	0.090809	0.809473	0.30828682	0.191501038	0.191590602	0.308621541	0.000325361061	0.000248524359	0.000402197763	-1444305.34
1	159000000	159999999	4.083535	0.091143	0.800038	0.30478498	0.207017549	0.198320594	0.289876877	0.000891172396	0.000774912257	0.00100743254	-1451769
1	160000000	160999999	3.917129	0.084789	0.790941	0.284108852	0.219327107	0.216513526	0.280050514	0.00121434963	0.00107179713	0.00135690213	-1476585.73
1	161000000	161999999	3.482923	0.193446	0.689455	0.279156824	0.214370844	0.216650739	0.289821593	0.00140229858	0.00124157423	0.00156302293	-1299223.07
1	162000000	162999999	4.155753	0.079031	0.814183	0.284256985	0.198419329	0.207729536	0.309594149	0.000737127894	0.000627901383	0.000846354405	-1474396.4
1	163000000	163999999	4.650238	0.06387	0.850253	0.310322224	0.186310517	0.185293125	0.318074134	0.00101494654	0.000900148476	0.0011297446	-1493538.13
1	164000000	164999999	4.41533	0.064767	0.839644	0.304688335	0.195392264	0.19468608	0.305233321	0.000852469401	0.000741967321	0.000962971481	-1495752.98
1	165000000	165999999	4.17187	0.068504	0.822106	0.296056545	0.209194129	0.208531466	0.28621786	0.000614442039	0.00051208761	0.000716796467	-1496215.87
1	166000000	166999999	4.26994	0.085739	0.812324	0.296543626	0.199017422	0.198470562	0.30596839	0.000990863059	0.000870438576	0.00111128754	-1465472.44
1	167000000	167999999	4.269293	0.055189	0.835219	0.28650874	0.20397247	0.208152363	0.301366428	0.000958654935	0.000837795969	0.0010795139	-1517111.69
1	168000000	168999999	4.237373	0.075836	0.819628	0.294655253	0.196985566	0.203127712	0.305231469	0.000927212608	0.000811097462	0.00104332775	-1480093.9
1	169000000	169999999	4.360558	0.081708	0.822107	0.321212372	0.190983645	0.18449221	0.303311773	0.000948103564	0.000830448444	0.00106575868	-1456895.57
1	170000000	170999999	4.543782	0.068772	0.841825	0.31060191	0.185509774	0.187755975	0.316132341	0.00097974507	0.000864092193	0.00109539795	-1482839.76
1	171000000	171999999	4.333592	0.069932	0.82814	0.304285517	0.19420286	0.198097985	0.303413638	0.000512593792	0.000416930136	0.000608257447	-1484245.31
1	172000000	172999999	4.470978	0.07306	0.83387	0.301686996	0.185924844	0.190763234	0.321624926	0.000459449553	0.000374280729	0.000544618377	-1474523.39
1	173000000	173999999	4.363412	0.075613	0.8231	0.315600957	0.198537822	0.191436214	0.294425007	0.00115501936	0.00102402713	0.0012860116	-1481694.23
1	174000000	174999999	4.383009	0.097693	0.809847	0.292703922	0.182738256	0.193218953	0.331338869	0.00113690975	0.00100634984	0.00126746966	-1439687.7
1	175000000	175999999	4.023165	0.070917	0.814467	0.289573351	0.210101974	0.214162815	0.28616186	0.00058279162	0.000482327464	0.000683255776	-1489564.31
1	176000000	176999999	4.39861	0.068404	0.838147	0.302311873	0.192314364	0.194897207	0.310476556	0.000798050022	0.000689321522	0.000906778522	-1487592.93
1	177000000	177999999	4.17445	0.074929	0.823081	0.311398562	0.203804171	0.19929977	0.285497497	0.000865559944	0.000752897833	0.000978222054	-1480346.07
1	178000000	178999999	4.282302	0.071815	0.823007	0.294870188	0.192693126	0.200209968	0.312226718	0.000563482867	0.000468238596	0.000658727138	-1478440.5
1	179000000	179999999	4.245871	0.075509	0.813818	0.287947165	0.199113701	0.201408524	0.31153061	0.00131778246	0.0011771907	0.00145837422	-1481003.7
1	180000000	180999999	4.287279	0.075994	0.820751	0.295094756	0.200064147	0.204744625	0.300096471	0.0008739291	0.000755644548	0.000992213651	-1483765.86
1	181000000	181999999	4.026416	0.069153	0.812573	0.281674332	0.209416002	0.219126633	0.289783034	0.000693768963	0.000583349436	0.00080418849	-1496121.83
1	182000000	182999999	4.240597	0.063423	0.828746	0.29472879	0.207878068	0.20545789	0.291935252	0.000349769542	0.000268630926	0.000430908158	-1503778.03
1	183000000	183999999	4.271789	0.063582	0.830954	0.289393927	0.199612674	0.206038082	0.304955317	0.000970882871	0.000850936248	0.00109082949	-1502038.74
1	184000000	184999999	4.440963	0.06823	0.838501	0.300020139	0.19735926	0.196829505	0.305791096	0.000482930179	0.000395776226	0.000570084131	-1492295.79
1	185000000	185999999	4.46282	0.074389	0.836613	0.302469904	0.18177965	0.189370964	0.326379482	0.000765558778	0.00066053775	0.000870579806	-1467885.62
1	186000000	186999999	4.5113	0.065782	0.842869	0.315124855	0.178217702	0.183207072	0.32345037	0.000534865712	0.000445764707	0.000623966716	-1470889.47
1	187000000	187999999	4.529178	0.079782	0.833981	0.316294182	0.17606492	0.174692912	0.332947986	0.000739800303	0.00063674424	0.000842856366	-1442854.62
1	188000000	188999999	4.638701	0.059209	0.854076	0.325686546	0.169388979	0.168196429	0.336728046	0.0012265501	0.00110444201	0.00134865819	-1461808.77
1	189000000	189999999	4.699307	0.06059	0.854753	0.328867806	0.167582726	0.167463332	0.336086135	0.000200086521	0.000142313658	0.000257859385	-1457594.71
1	190000000	190999999	4.815195	0.045924	0.87362	0.33503614	0.167307078	0.165535095	0.332121687	0.00115898687	0.0010421211	0.00127585264	-1483397.83
1	191000000	191999999	4.737627	0.053819	0.861736	0.336743824	0.168483665	0.170643511	0.324129	0.000963564513	0.0008514559	0.00107567313	-1476107.87
1	192000000	192999999	4.702559	0.05857	0.857785	0.329197254	0.180700195	0.177019443	0.313083108	0.000892248785	0.000784572942	0.000999924628	-1487865.22
1	193000000	193999999	4.604529	0.059324	0.852032	0.308558835	0.174722928	0.185757561	0.330960675	0.000462115032	0.000377599884	0.000546630179	-1482398.78
1	194000000	194999999	4.652499	0.062479	0.853796	0.331998234	0.169173875	0.170616056	0.328211835	0.000901061304	0.000792957591	0.00100916502	-1460597.18
1	195000000	195999999	4.694535	0.056272	0.856645	0.335246941	0.169268301	0.168386965	0.327097793	0.000440819174	0.000363386799	0.000518251549	-1464062.75
1	196000000	196999999	4.165947	0.11707	0.784386	0.331306494	0.172686755	0.171165512	0.324841238	0.000473753706	0.00038552083	0.000561986581	-1366426.83
1	197000000	197999999	4.587643	0.063644	0.850148	0.329918865	0.182041799	0.176094928	0.311944407	0.000470562153	0.00038517515	0.000555949156	-1473230.99
1	198000000	198999999	4.821246	0.051139	0.868277	0.31073389	0.175956051	0.17905311	0.334256948	0.000645743579	0.000554429595	0.000737057562	-1500945.26
1	199000000	199999999	4.642634	0.058575	0.850836	0.331574524	0.187400934	0.180987152	0.30003739	0.00102470317	0.000907201205	0.00114220513	-1497039.66
